700 -282 25.659161576904
1805 0 14.5447057813724
517 -616 24.2515522818398
3 3 103.349083742006
1698 -1326 11.6054605413698
932 839 18.345617406593
628 -651 22.6979496937842
286 -104 38.6389022898981
1645 -172 15.5791663770367
1304 45 18.5436589778997
1391 195 17.5867357014082
126 -161 44.3522004018266
884 742 19.5214708937117
455 -471 27.2711719818919
825 1136 16.3495683023342
1627 657 14.6306285816674
2477 -804 10.1378662667149
2026 -1472 9.92564533969653
1140 1267 14.0567336834834
1247 -1997 9.30065391217749
1306 -1095 14.4172307520201
800 84 24.9042932227935
1842 -1545 10.2011881710209
1580 638 14.9889239860266
2333 -581 11.1101944832467
1609 -1787 9.73680045150252
538 -598 24.2976785460513
1751 436 14.4440186108428
1461 -776 15.2029165706103
2334 1039 10.1806492525575
2407 -690 10.617441128442
377 254 32.6993061102417
1566 -1622 10.6396084018367
2 4 102.540813443754
177 -307 36.0447089394803
1551 -108 16.3458120998055
1320 -1574 11.5599488781298
1160 -1382 13.2184145285794
613 731 21.8396699273459
1712 835 13.5323061845298
1107 -1229 14.4480275291798
418 -282 31.2043077322515
1300 2081 8.78121142793117
629 -180 27.6936036662609
846 -710 20.1156198821728
302 -523 28.1526923439644
813 590 21.5063054096505
1555 0 16.3514769019921
428 -267 31.2211242988823
2071 -593 12.3228983972615
1372 -730 15.9835642265492
2341 1141 9.89957038786496
1859 -751 13.0283882558628
2183 -882 11.1621405757089
1194 1912 9.85340651112881
188 -301 36.0486443338025
120 -165 44.3694804819623
1472 -2026 8.83274174529943
622 202 27.6837526343773
644 286 26.5860958044616
559 579 24.3392268438008
1054 36 21.2936526765608
1224 1459 12.5228138265714
2269 400 11.6502982994802
1952 -1316 10.7346431734977
1986 1443 10.1560020130827
2491 -261 10.7592864187891
4 1 103.78865702073
2353 82 11.467130543919
1449 -1855 9.73535518030346
278 -124 38.6159524171353
4 0 104.252373763905
1803 62 14.5488162572626
1221 1954 9.57553512053946
1811 -588 13.7319308857674
653 264 26.6135222257722
1822 1052 12.2145193978841
689 -307 25.6413535331106
1667 813 13.8543416896477
329 132 36.4014356540415
449 404 28.5018593634572
5 0 100.841100262125
4 2 102.545552313961
1035 -1657 11.7073081125149
1581 1149 12.8728611514121
1080 1118 15.3503536861327
412 -371 29.7316005994313
1177 -855 16.5896180055356
227 -394 32.3371654658749
